,Document,ClusterLabel
420,#风起洛阳# 据说男演员定了，女演员还在撕杀！某家掏扑癌患者想当一番得跟片方谈啊？骂男演员干嘛？你就算骂出💩来，除了证明你上面和下面长的一样还能证明什么？穿着颖宝粉丝的皮给欠欠站街合适吗？不会吧不会吧？把颖宝和欠欠放在一个档次不合适吧？,4
421,由爱奇艺、留白影视出品，马伯庸小说改编剧#风起洛阳#公布主演阵容: @UNIQ-王一博 @宋茜 。,2
422,##王一博粉丝作假倒打一趴# #风起洛阳# 风起洛阳的实力演员都请的不错，希望陈飞宇能出演，哦，可惜他会演三番男二的。,4
423,"#风起洛阳#
爱咋地咋地，还没官宣了，急个啥呀？
我们不在乎番位，但是你们刷黑磁条这就过分了！
神经病",4
424,#风起洛阳# 开开心心追星不香嘛？为什么要撕来撕去，一看就像溜粉的事有什么可撕的呢？演什么看什么支持就好了，剩下的不是我们可以决定的事。看着这一天天的太闹心了,4
425,"宋茜

不如先期待一下
#宋茜他其实没有那么爱你##风起洛阳#",2
426,"#风起洛阳# 1.我们家粉丝没有TOP癌，从不撕番，有翡冰雨火 都是好剧大制作，粉丝都没有其他意见，我们小王纵然现在热度高，但是他年轻，资历浅，还需要磨炼，能遇到好的作品，能和演技好艺德高的前辈合作是他的荣幸。他能学到好多东西，粉丝都替他高兴。
2.我们家非官宣不认，啥都还不是呢就开始口嗨了？也算见识了爱撕番家的粉丝是什么样了，领教了。本来路好非得被逼到讨厌，男频剧也要撕大女主一番也是活久见😫 。
3.粉丝尊重小啵本人的意愿，尊重剧本，尊重剧组还有合约，还是那句话，在我们家粉丝眼中，作品和角色本身的实际意义远远大于所谓的番位。举个栗子，小啵说他最喜欢的《寒战2》里彭于晏的那个反派角色，还有希斯莱杰的小丑这个经典角色，是主角么？是一番么？那好的演员演绎角色会真的那么在乎番位么？
4.但是，不撕番不代表我们家就要莫名受你们辱骂，你要是无缘无故以莫须有的罪名骂了我，我还不能反击了？",4
427,#风起洛阳# 开开心心追星不香嘛？为什么要撕来撕去，一看就像溜粉的事有什么可撕的呢？演什么看什么支持就好了，剩下的不是我们可以决定的事。看着这一天天的太闹心了,4
428,"宋茜

不如先期待一下
#宋茜他其实没有那么爱你##风起洛阳#",2
429,"#风起洛阳# 1.我们家粉丝没有TOP癌，从不撕番，有翡冰雨火 都是好剧大制作，粉丝都没有其他意见，我们小王纵然现在热度高，但是他年轻，资历浅，还需要磨炼，能遇到好的作品，能和演技好艺德高的前辈合作是他的荣幸。他能学到好多东西，粉丝都替他高兴。
2.我们家非官宣不认，啥都还不是呢就开始口嗨了？也算见识了爱撕番家的粉丝是什么样了，领教了。本来路好非得被逼到讨厌，男频剧也要撕大女主一番也是活久见😫 。
3.粉丝尊重小啵本人的意愿，尊重剧本，尊重剧组还有合约，还是那句话，在我们家粉丝眼中，作品和角色本身的实际意义远远大于所谓的番位。举个栗子，小啵说他最喜欢的《寒战2》里彭于晏的那个反派角色，还有希斯莱杰的小丑这个经典角色，是主角么？是一番么？那好的演员演绎角色会真的那么在乎番位么？
4.但是，不撕番不代表我们家就要莫名受你们辱骂，你要是无缘无故以莫须有的罪名骂了我，我还不能反击了？",4
430,"#风起洛阳#番位这东西不知道什么时候在这个时代成了一种争kpi的噱头，在那些曾经看剧的年代里，觉得重要的是你出演的角色你的演技你对作品的诠释和理解是否成功能塑造。如果你成功树立了一个角色在观众心里可以永远存在才是一个合格的演员也是一部会被世人认可的好剧。
争的一时名声，不好该骂的人还是会骂……",4
431,"近日，爱奇艺悦享会上公布了2020-2022大剧片单：

1、孙俪@turbosun 出演职场剧《理想之城》，饰演建筑行业的造价师孙筱，该剧由《雍正王朝》总编审吴兆龙监制剧本，曾执导《悬崖》《白鹿原》《美好生活》等剧的刘进执导；

2、《#风起洛阳#》首曝海报，并公布了两位主演：@UNIQ-王一博 和@宋茜 。马伯庸另外两本小说《汴京》和《四海鲸骑》也宣布将拍剧；

3、《棋魂》海报曝光，同时宣布三位主演，分别为胡先煦、张超、郝富申。该剧根据漫画改编，由小糖人操刀，《最好的我们》团队打造；

4、根据武侠小说《千门》改编的作品《云襄传》将拍；

5、《仙剑奇侠传4》将拍，海报曝光，宣布将由爱奇艺将携手新文化和新媒诚品拍摄；

6、梦枕貘小说《沙门空海·大唐鬼宴》(电影《妖猫传》原著小说)将拍剧版，由《少年的你》《七月与安生》编剧李媛创作，讲述少年李换九、僧人空海与大将军克烈跨越五十年的命运纠葛，预计2023年播出；

还有@刘诗诗 @倪妮V 《流金岁月》、@姚晨 @白宇WHITE 《假日暖洋洋》、@朱一龙 《叛逆者》、@李现ing 《人生若如初见》、@杨幂 《谢谢你医生》、@胡一天啊 《#亲爱的挚爱的#》等也在列。",2
432,我去，一天一夜了，有完没完？至于吗？一把年纪了！放过我们家小演员王一博吧！以后你只管演你的大女主就好了嘛！这种小角色宋茜阿姨看不上的，你高贵的粉丝也看不上，别骂了，别倒打一耙了！恶不恶心？#风起洛阳#,4
433,王一博王一博参演 风起洛阳 #风起洛阳#已经上百度百科了。只是还没有官宣而已。期待啵啵子的表现@UNIQ-王一博,12
